Team,Level,Source,Target,Rule,Notes
Dark,Seaside Hill,Second Island,Third Ruin Between First and Second Island,RuinsNoTriggerAND(FlyAnyAND(JumpOR(Thundershoot0ANDFlyGroundBounceNoJump))),
Dark,Seaside Hill,Second Island,Ruin After Second Island,RuinsTriggerAND((FlyAnyAND(JumpORThundershoot0))ORTripleSpring),
Dark,Seaside Hill,Ruin After Second Island,Second Island,NOTPOSSIBLE,
Dark,Seaside Hill,Ruin After Second Island,Ruin Stairs After Second Island,RuinsTriggerAND(FlyAnyOR(JumpANDTornado0Hover)),
Dark,Seaside Hill,Ruin Stairs After Second Island,Ruin After Second Island,NOTPOSSIBLE,
Dark,Seaside Hill,Ruin Stairs After Second Island,Before First Bobsled,RuinsTriggerAND(FlyAnyOR(JumpANDTornado0Hover)),
Dark,Seaside Hill,Before First Bobsled,Ruin Stairs After Second Island,NOTPOSSIBLE,
Dark,Seaside Hill,Before First Bobsled,Second Island,FlyAnyANDJump,
Dark,Seaside Hill,Before First Bobsled,First Bobsled,DashPanelORSpeedCharOR(CollisAbuseANDFlyAnyANDJump),
Dark,Seaside Hill,First Bobsled,Before First Bobsled,,
Dark,Seaside Hill,First Bobsled,First Bobsled After Block,BreakThingsOR(FlyAnyAND(JumpORThundershoot0))OR(CollisAbuseANDJump),
Dark,Seaside Hill,First Bobsled After Block,First Bobsled,BreakThingsOR(FlyAnyAND(JumpORThundershoot0))OR(CollisAbuseANDJump),
Dark,Seaside Hill,First Bobsled After Block,First Bobsled Small Island,FlyAnyANDJump,is possible with other tricks
Dark,Seaside Hill,First Bobsled Small Island,First Bobsled After Block,FlyAnyANDJump,is possible with other tricks (flight extension)
Dark,Seaside Hill,First Bobsled After Block,Ruin After First Bobsled,(JumpOR(FlyAnyANDThundershoot0))ANDRuinsNoTrigger,
Dark,Seaside Hill,Ruin After First Bobsled,First Bobsled After Block,JumpOR(FlyAnyANDThundershoot0),
Dark,Seaside Hill,Ruin After First Bobsled,Big Ruin After First Bobsled,(DashRingANDRuinsNoTriggerANDTripleSpring)OR(FlyFullANDJumpANDRuinsTrigger),
Dark,Seaside Hill,Big Ruin After First Bobsled,Ruin After First Bobsled,FlyAnyANDJumpANDRuinsNoTrigger,
Dark,Seaside Hill,Ruin After First Bobsled,First Cliff Before Big Ruin Beach,DashRingANDRainbowHoopANDTripleSpring,
Dark,Seaside Hill,Big Ruin After First Bobsled,First Cliff Before Big Ruin Beach,DashRingANDFlyAnyANDRuinsNoTrigger,technically has trigger (not needed)
Dark,Seaside Hill,First Cliff Before Big Ruin Beach,Big Ruin After First Bobsled,NOTPOSSIBLE,is possible with accel and flying and ruin (annoying)
Dark,Seaside Hill,First Cliff Before Big Ruin Beach,Checkpoint 2,,
Dark,Seaside Hill,Checkpoint 2,First Cliff Before Big Ruin Beach,,
Dark,Seaside Hill,First Cliff Before Big Ruin Beach,Second Cliff Before Big Ruin Beach,FlyAnyANDRuinsNoTriggerORSingleSpringAND(ComboHeightORFlyAnyORJumpORThundershoot0),
Dark,Seaside Hill,Second Cliff Before Big Ruin Beach,First Cliff Before Big Ruin Beach,,
Dark,Seaside Hill,First Cliff Before Big Ruin Beach,Lower Cliff Before Big Ruin Beach,FlyAnyANDJump,
Dark,Seaside Hill,Lower Cliff Before Big Ruin Beach,First Cliff Before Big Ruin Beach,FlyAnyANDJump,
Dark,Seaside Hill,Second Cliff Before Big Ruin Beach,Lower Cliff Before Big Ruin Beach,ComboHeightORJumpORThundershoot0,
Dark,Seaside Hill,Lower Cliff Before Big Ruin Beach,Second Cliff Before Big Ruin Beach,BreakThingsANDSingleSpringORFlyAnyANDJump,
Dark,Seaside Hill,Lower Cliff Before Big Ruin Beach,Path Before Big Ruin Beach,BreakThingsANDSingleSpringANDFlyAny,
Dark,Seaside Hill,Path Before Big Ruin Beach,Lower Cliff Before Big Ruin Beach,,
Dark,Seaside Hill,Second Cliff Before Big Ruin Beach,Path Before Big Ruin Beach,FlyAnyAND(JumpORThundershoot0),
Dark,Seaside Hill,Path Before Big Ruin Beach,Second Cliff Before Big Ruin Beach,,
Dark,Seaside Hill,Path Before Big Ruin Beach,Path Before Big Ruin Beach Cannon Speed,CannonANDJumpANDSpeedChar,
Dark,Seaside Hill,Path Before Big Ruin Beach,Path Before Big Ruin Beach Cannon Power,CannonANDJumpANDPowerChar,
Dark,Seaside Hill,Path Before Big Ruin Beach,Path Before Big Ruin Beach Cannon Flying,CannonANDJumpANDFlyingChar,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Speed,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Speed,Big Ruin Beach Island 1 High Item Balloon,DashRamp,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Power,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Power,Big Ruin Beach Ruin With Dash Ramp,,is just used for balloon logic (not actually possible to stay on ruin)
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Power,Big Ruin Beach Island 1 High Item Balloon,DashRampANDRuinsNoTrigger,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Flying,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Path Before Big Ruin Beach Cannon Flying,Big Ruin Beach Middle Path Top Corner,FlyingCharAND(SpeedCharORPowerChar)ANDDashRing,
Dark,Seaside Hill,Path Before Big Ruin Beach,Big Ruin Beach Lower Cliffs At Start,,
Dark,Seaside Hill,Big Ruin Beach Lower Cliffs At Start,Path Before Big Ruin Beach,FlyFullANDFlyGroundBounceANDJumpAND(FlyDepleteBoostORFullFlyingStackwithTallChar),annoying
Dark,Seaside Hill,Big Ruin Beach Lower Cliffs At Start,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Big Ruin Beach Island 1,Big Ruin Beach Lower Cliffs At Start,FlyFullANDJumpAND(CollisAbuseORFlyGroundBounce),
Dark,Seaside Hill,Big Ruin Beach Island 1,Bonus Key 2,FlyAnyORJump,
Dark,Seaside Hill,Bonus Key 2,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Big Ruin Beach Middle Path Top Corner,Big Ruin Beach Ruin With Dash Ramp,(FlyAnyORJump)ANDRuinsNoTrigger,
Dark,Seaside Hill,Big Ruin Beach Ruin With Dash Ramp,Big Ruin Beach Middle Path Top Corner,NOTPOSSIBLE,is possible with FlyAnyANDJump (not routed due to logic)
Dark,Seaside Hill,Big Ruin Beach Ruin With Dash Ramp,Big Ruin Beach Island 1 High Item Balloon,DashRampANDRuinsNoTrigger,
Dark,Seaside Hill,Big Ruin Beach Island 1 High Item Balloon,Big Ruin Beach Island 1 Mid Item Balloon,,
Dark,Seaside Hill,Big Ruin Beach Island 1 Mid Item Balloon,Big Ruin Beach Island 1,,
Dark,Seaside Hill,Big Ruin Beach Middle Path Before Blocks,Big Ruin Beach Island 1 High Item Balloon,FlyAnyANDJumpANDThundershoot0,
Dark,Seaside Hill,Big Ruin Beach Middle Path Before Blocks,Big Ruin Beach Island 1 Mid Item Balloon,FlyAnyANDJump,
Dark,Seaside Hill,Big Ruin Beach Middle Path Top Corner,Big Ruin Beach Middle Path Before Blocks,SpeedCharORJump,can also go above with DashRamp and back down
Dark,Seaside Hill,Big Ruin Beach Middle Path Before Blocks,Big Ruin Beach Middle Path Top Corner,SpeedCharORJump,
Dark,Seaside Hill,Big Ruin Beach Middle Path Top Corner,Big Ruin Beach Top Path 1,DashRamp,
Dark,Seaside Hill,Big Ruin Beach Middle Path Before Blocks,Big Ruin Beach Middle Path After Blocks,BreakThingsOR(FlyAnyANDThundershoot0)ORJumpOR(ComboHeightANDParkour),
Dark,Seaside Hill,Big Ruin Beach Middle Path After Blocks,Big Ruin Beach Middle Path Before Blocks,BreakThingsOR(FlyAnyANDThundershoot0)ORJumpOR(ComboHeightANDParkour),
Dark,Seaside Hill,Big Ruin Beach Middle Path Before Blocks,Big Ruin Beach Top Path 1,(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Big Ruin Beach Top Path 1,Big Ruin Beach Middle Path Before Blocks,,
Dark,Seaside Hill,Big Ruin Beach Top Path 1,Big Ruin Beach Middle Path After Blocks,,
Dark,Seaside Hill,Big Ruin Beach Top Path 1,Big Ruin Beach Top Path 2,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Big Ruin Beach Top Path 2,Big Ruin Beach Top Path 1,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Big Ruin Beach Island 1,Ruin Between Big Ruin Beach Islands,RuinsTriggerAND(FlyAnyAND(JumpORThundershoot0)),
Dark,Seaside Hill,Ruin Between Big Ruin Beach Islands,Big Ruin Beach Island 1,NOTPOSSIBLE,
Dark,Seaside Hill,Ruin Between Big Ruin Beach Islands,Big Ruin Beach Island 2,FlyAnyORJumpORAccelHalfORPowerAttack,
Dark,Seaside Hill,Big Ruin Beach Island 1,Big Ruin Beach Island 2,FlyAnyANDJump,is possible with Jump only
Dark,Seaside Hill,Big Ruin Beach Island 2,Big Ruin Beach Island 1,FlyAnyANDJump,
Dark,Seaside Hill,Big Ruin Beach Island 2,Big Ruin Beach Middle Path After Blocks,((ComboHeightORThundershoot0)ANDParkour)OR((FlyAnyANDThundershoot0)ORJump),
Dark,Seaside Hill,Big Ruin Beach Middle Path After Blocks,Big Ruin Beach Island 2,((ComboHeightORThundershoot0)ANDParkour)OR((FlyAnyANDThundershoot0)ORJump),
Dark,Seaside Hill,Big Ruin Beach Island 2,Big Ruin Beach Ruin Staircase,RuinsTriggerAND(FlyAnyAND(JumpORThundershoot0)),
Dark,Seaside Hill,Big Ruin Beach Ruin Staircase,Big Ruin Beach End Path,,
Dark,Seaside Hill,Big Ruin Beach End Path,Big Ruin Beach Middle Path After Blocks,,
Dark,Seaside Hill,Big Ruin Beach End Path,Big Ruin Beach Island 2,,this rule could be a problem
Dark,Seaside Hill,Big Ruin Beach Top Path 2,Big Ruin Beach End Path,FlyAnyORJump,
Dark,Seaside Hill,Big Ruin Beach Top Path 2,Big Ruin Beach End Path Item Balloon,DashRingAND(DashPanelORFlyAnyORJump),
Dark,Seaside Hill,Big Ruin Beach Top Path 2,Big Ruin Beach Middle Path After Blocks,,
Dark,Seaside Hill,Big Ruin Beach End Path,Big Ruin Beach End Path Item Balloon,FlyAnyANDJump,
Dark,Seaside Hill,Big Ruin Beach End Path Item Balloon,Big Ruin Beach End Path,,
Dark,Seaside Hill,Big Ruin Beach End Path,Path Before Volcano Start,DashPanelORSpeedCharOR(CollisAbuseANDFlyAnyANDJump),
Dark,Seaside Hill,Path Before Volcano Start,Big Ruin Beach End Path,,
Dark,Seaside Hill,Path Before Volcano Start,Checkpoint 3,,
Dark,Seaside Hill,Checkpoint 3,Path Before Volcano Start,,
Dark,Seaside Hill,Path Before Volcano Start,Big Special Ruin Before Volcano,DashRampANDRuinsTrigger,
Dark,Seaside Hill,Big Special Ruin Before Volcano,Path Before Volcano Start,NOTPOSSIBLE,can be made with AccelFullANDJumpANDFlyAny
Dark,Seaside Hill,Big Special Ruin Before Volcano,Ruin After Big Special Ruin Before Volcano,(FlyAnyOR(JumpANDTornado0Hover))ANDRuinsTrigger,
Dark,Seaside Hill,Ruin After Big Special Ruin Before Volcano,Big Special Ruin Before Volcano,NOTPOSSIBLE,
Dark,Seaside Hill,Ruin After Big Special Ruin Before Volcano,Path After Big Special Ruin Before Volcano Start,FlyAnyOR(JumpANDTornado0Hover),
Dark,Seaside Hill,Path After Big Special Ruin Before Volcano Start,Ruin After Big Special Ruin Before Volcano,NOTPOSSIBLE,
Dark,Seaside Hill,Path After Big Special Ruin Before Volcano Start,Path After Big Special Ruin Before Volcano Loop,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Path After Big Special Ruin Before Volcano Loop,Path After Big Special Ruin Before Volcano Start,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Path After Big Special Ruin Before Volcano Loop,Cave Before Volcano Entrance,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Cave Before Volcano Entrance,Path After Big Special Ruin Before Volcano Loop,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Cave Before Volcano Entrance,Cave Before Volcano After First Block,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Cave Before Volcano After First Block,Cave Before Volcano Entrance,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Cave Before Volcano After First Block,Cave Before Volcano After Second Block,BreakThingsOR(FlyAnyAND(Thundershoot0ORJump)),
Dark,Seaside Hill,Cave Before Volcano After Second Block,Cave Before Volcano After First Block,BreakThingsOR(FlyAnyAND(Thundershoot0ORJump)),
Dark,Seaside Hill,Cave Before Volcano After Second Block,Volcano Cannon Room,BreakThingsOR(FlyAnyAND(Thundershoot0ORJump)),
Dark,Seaside Hill,Volcano Cannon Room,Cave Before Volcano After Second Block,BreakThingsOR(FlyAnyAND(Thundershoot0ORJump)),
Dark,Seaside Hill,Volcano Cannon Room,Volcano Cannon Room Alcove,BreakThings,
Dark,Seaside Hill,Volcano Cannon Room Alcove,Volcano Cannon Room,BreakThings,
Dark,Seaside Hill,Volcano Cannon Room Alcove,Bonus Key 3,,
Dark,Seaside Hill,Bonus Key 3,Volcano Cannon Room Alcove,,
Dark,Seaside Hill,Volcano Cannon Room,Volcano Cannon Room Cannon Speed,CannonANDJumpANDSpeedChar,
Dark,Seaside Hill,Volcano Cannon Room,Volcano Cannon Room Cannon Power,CannonAND(ComboHeightORJump)ANDPowerChar,
Dark,Seaside Hill,Volcano Cannon Room,Volcano Cannon Room Cannon Flying,CannonAND(JumpORThundershoot0)ANDFlyingChar,
Dark,Seaside Hill,Volcano Cannon Room Cannon Speed,Volcano Top Room,SingleSpring,
Dark,Seaside Hill,Volcano Cannon Room Cannon Power,Volcano Cannon Room Alcove,,
Dark,Seaside Hill,Volcano Cannon Room Cannon Flying,Volcano Top Room,,
Dark,Seaside Hill,Volcano Top Room,Volcano Cannon Room,,
Dark,Seaside Hill,Volcano Top Room,Second Bobsled Start,DashRamp,
Dark,Seaside Hill,Second Bobsled Start,Checkpoint 4,,
Dark,Seaside Hill,Checkpoint 4,Second Bobsled Start,,
Dark,Seaside Hill,Second Bobsled Start,Second Bobsled,BobsledAny,
Dark,Seaside Hill,Second Bobsled,Loop After Second Bobsled,,
Dark,Seaside Hill,Loop After Second Bobsled,Path Before Big Loop,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Path Before Big Loop,Loop After Second Bobsled,BreakThingsOR(FlyAnyANDThundershoot0)ORJump,
Dark,Seaside Hill,Path Before Big Loop,Big Loop,(BreakThingsANDTripleSpring)OR((FlyFullOR(FlyAnyANDFlyDepleteBoost))AND((FlyGroundBounceANDJump)OR(FlyGroundBounceNoJumpANDThundershoot0))),
Dark,Seaside Hill,Big Loop,Path Before Big Loop,,
Dark,Seaside Hill,Big Loop,Whale Blowhole,DashRingAND(TripleSpringOR(FlyAnyAND(FlyGroundBounceANDJump)OR(FlyGroundBounceNoJumpANDThundershoot0))),
Dark,Seaside Hill,Whale Blowhole,Big Loop,NOTPOSSIBLE,
Dark,Seaside Hill,Whale Blowhole,Whale Island Top,,
Dark,Seaside Hill,Whale Island Top,Big Loop,,
Dark,Seaside Hill,Whale Island Top,Goal,GoalRingAND(ComboHeightORJumpORThundershoot0),
